ConditionName,Outcome,CountryName,Date,SourceName,CountValue,TotalPopulation,"Cases Per 100,000",PartOfCumulativeCountSeries
COVID-19,Unspecified,BRAZIL,2020-04-01,World Health Organization COVID-19 Dashboard,323,"208,660,842",0.1548,1.0
COVID-19,Unspecified,BRAZIL,2020-04-02,World Health Organization COVID-19 Dashboard,1138,"208,660,842",0.5454,1.0
COVID-19,Unspecified,BRAZIL,2020-04-03,World Health Organization COVID-19 Dashboard,1119,"208,660,842",0.5363,1.0
COVID-19,Unspecified,BRAZIL,2020-04-04,World Health Organization COVID-19 Dashboard,1074,"208,660,842",0.5147,1.0
COVID-19,Unspecified,BRAZIL,2020-04-05,World Health Organization COVID-19 Dashboard,1146,"208,660,842",0.5492,1.0
COVID-19,Unspecified,BRAZIL,2020-04-06,World Health Organization COVID-19 Dashboard,1222,"208,660,842",0.5856,1.0
COVID-19,Unspecified,BRAZIL,2020-04-07,World Health Organization COVID-19 Dashboard,852,"208,660,842",0.4083,1.0
COVID-19,Unspecified,BRAZIL,2020-04-08,World Health Organization COVID-19 Dashboard,926,"208,660,842",0.4438,1.0
COVID-19,Unspecified,BRAZIL,2020-04-09,World Health Organization COVID-19 Dashboard,1661,"208,660,842",0.796,1.0
COVID-19,Unspecified,BRAZIL,2020-04-10,World Health Organization COVID-19 Dashboard,2210,"208,660,842",1.0591,1.0
COVID-19,Unspecified,BRAZIL,2020-04-11,World Health Organization COVID-19 Dashboard,1930,"208,660,842",0.9249,1.0
COVID-19,Unspecified,BRAZIL,2020-04-12,World Health Organization COVID-19 Dashboard,1781,"208,660,842",0.8535,1.0
COVID-19,Unspecified,BRAZIL,2020-04-13,World Health Organization COVID-19 Dashboard,1089,"208,660,842",0.5219,1.0
COVID-19,Unspecified,BRAZIL,2020-04-14,World Health Organization COVID-19 Dashboard,1442,"208,660,842",0.6911,1.0
COVID-19,Unspecified,BRAZIL,2020-04-15,World Health Organization COVID-19 Dashboard,1261,"208,660,842",0.6043,1.0
COVID-19,Unspecified,BRAZIL,2020-04-16,World Health Organization COVID-19 Dashboard,1832,"208,660,842",0.878,1.0
COVID-19,Unspecified,BRAZIL,2020-04-17,World Health Organization COVID-19 Dashboard,3058,"208,660,842",1.4655,1.0
COVID-19,Unspecified,BRAZIL,2020-04-18,World Health Organization COVID-19 Dashboard,2105,"208,660,842",1.0088,1.0
COVID-19,Unspecified,BRAZIL,2020-04-19,World Health Organization COVID-19 Dashboard,3257,"208,660,842",1.5609,1.0
COVID-19,Unspecified,BRAZIL,2020-04-20,World Health Organization COVID-19 Dashboard,2917,"208,660,842",1.398,1.0
COVID-19,Unspecified,BRAZIL,2020-04-21,World Health Organization COVID-19 Dashboard,2055,"208,660,842",0.9849,1.0
COVID-19,Unspecified,BRAZIL,2020-04-22,World Health Organization COVID-19 Dashboard,1927,"208,660,842",0.9235,1.0
COVID-19,Unspecified,BRAZIL,2020-04-23,World Health Organization COVID-19 Dashboard,2498,"208,660,842",1.1972,1.0
COVID-19,Unspecified,BRAZIL,2020-04-24,World Health Organization COVID-19 Dashboard,2678,"208,660,842",1.2834,1.0
COVID-19,Unspecified,BRAZIL,2020-04-25,World Health Organization COVID-19 Dashboard,3735,"208,660,842",1.79,1.0
COVID-19,Unspecified,BRAZIL,2020-04-26,World Health Organization COVID-19 Dashboard,3503,"208,660,842",1.6788,1.0
COVID-19,Unspecified,BRAZIL,2020-04-27,World Health Organization COVID-19 Dashboard,5514,"208,660,842",2.6426,1.0
COVID-19,Unspecified,BRAZIL,2020-04-28,World Health Organization COVID-19 Dashboard,3379,"208,660,842",1.6194,1.0
COVID-19,Unspecified,BRAZIL,2020-04-29,World Health Organization COVID-19 Dashboard,4613,"208,660,842",2.2108,1.0
COVID-19,Unspecified,BRAZIL,2020-04-30,World Health Organization COVID-19 Dashboard,5385,"208,660,842",2.5807,1.0
COVID-19,Unspecified,BRAZIL,2020-05-01,World Health Organization COVID-19 Dashboard,6276,"208,660,842",3.0078,1.0
COVID-19,Unspecified,BRAZIL,2020-05-02,World Health Organization COVID-19 Dashboard,7218,"208,660,842",3.4592,1.0
COVID-19,Unspecified,BRAZIL,2020-05-03,World Health Organization COVID-19 Dashboard,6209,"208,660,842",2.9756,1.0
COVID-19,Unspecified,BRAZIL,2020-05-04,World Health Organization COVID-19 Dashboard,4970,"208,660,842",2.3819,1.0
COVID-19,Unspecified,BRAZIL,2020-05-05,World Health Organization COVID-19 Dashboard,4588,"208,660,842",2.1988,1.0
COVID-19,Unspecified,BRAZIL,2020-05-06,World Health Organization COVID-19 Dashboard,6633,"208,660,842",3.1788,1.0
COVID-19,Unspecified,BRAZIL,2020-05-07,World Health Organization COVID-19 Dashboard,6935,"208,660,842",3.3236,1.0
COVID-19,Unspecified,BRAZIL,2020-05-08,World Health Organization COVID-19 Dashboard,10503,"208,660,842",5.0335,1.0
COVID-19,Unspecified,BRAZIL,2020-05-09,World Health Organization COVID-19 Dashboard,9888,"208,660,842",4.7388,1.0
COVID-19,Unspecified,BRAZIL,2020-05-10,World Health Organization COVID-19 Dashboard,10222,"208,660,842",4.8989,1.0
COVID-19,Unspecified,BRAZIL,2020-05-11,World Health Organization COVID-19 Dashboard,10611,"208,660,842",5.0853,1.0
COVID-19,Unspecified,BRAZIL,2020-05-12,World Health Organization COVID-19 Dashboard,6760,"208,660,842",3.2397,1.0
COVID-19,Unspecified,BRAZIL,2020-05-13,World Health Organization COVID-19 Dashboard,5632,"208,660,842",2.6991,1.0
COVID-19,Unspecified,BRAZIL,2020-05-14,World Health Organization COVID-19 Dashboard,9258,"208,660,842",4.4369,1.0
COVID-19,Unspecified,BRAZIL,2020-05-15,World Health Organization COVID-19 Dashboard,11385,"208,660,842",5.4562,1.0
COVID-19,Unspecified,BRAZIL,2020-05-16,World Health Organization COVID-19 Dashboard,13944,"208,660,842",6.6826,1.0
COVID-19,Unspecified,BRAZIL,2020-05-17,World Health Organization COVID-19 Dashboard,15305,"208,660,842",7.3349,1.0
COVID-19,Unspecified,BRAZIL,2020-05-18,World Health Organization COVID-19 Dashboard,14919,"208,660,842",7.1499,1.0
COVID-19,Unspecified,BRAZIL,2020-05-19,World Health Organization COVID-19 Dashboard,7938,"208,660,842",3.8043,1.0
COVID-19,Unspecified,BRAZIL,2020-05-20,World Health Organization COVID-19 Dashboard,13140,"208,660,842",6.2973,1.0
COVID-19,Unspecified,BRAZIL,2020-05-21,World Health Organization COVID-19 Dashboard,17408,"208,660,842",8.3427,1.0
COVID-19,Unspecified,BRAZIL,2020-05-22,World Health Organization COVID-19 Dashboard,19951,"208,660,842",9.5614,1.0
COVID-19,Unspecified,BRAZIL,2020-05-23,World Health Organization COVID-19 Dashboard,18508,"208,660,842",8.8699,1.0
COVID-19,Unspecified,BRAZIL,2020-05-24,World Health Organization COVID-19 Dashboard,20803,"208,660,842",9.9698,1.0
COVID-19,Unspecified,BRAZIL,2020-05-25,World Health Organization COVID-19 Dashboard,16508,"208,660,842",7.9114,1.0
COVID-19,Unspecified,BRAZIL,2020-05-26,World Health Organization COVID-19 Dashboard,15813,"208,660,842",7.5783,1.0
COVID-19,Unspecified,BRAZIL,2020-05-27,World Health Organization COVID-19 Dashboard,11687,"208,660,842",5.601,1.0
COVID-19,Unspecified,BRAZIL,2020-05-28,World Health Organization COVID-19 Dashboard,16324,"208,660,842",7.8232,1.0
COVID-19,Unspecified,BRAZIL,2020-05-29,World Health Organization COVID-19 Dashboard,20599,"208,660,842",9.872,1.0
COVID-19,Unspecified,BRAZIL,2020-05-30,World Health Organization COVID-19 Dashboard,26417,"208,660,842",12.6603,1.0
COVID-19,Unspecified,BRAZIL,2020-05-31,World Health Organization COVID-19 Dashboard,26928,"208,660,842",12.9052,1.0
COVID-19,Unspecified,BRAZIL,2020-06-01,World Health Organization COVID-19 Dashboard,33274,"208,660,842",15.9465,1.0
COVID-19,Unspecified,BRAZIL,2020-06-02,World Health Organization COVID-19 Dashboard,16409,"208,660,842",7.864,1.0
COVID-19,Unspecified,BRAZIL,2020-06-03,World Health Organization COVID-19 Dashboard,11598,"208,660,842",5.5583,1.0
COVID-19,Unspecified,BRAZIL,2020-06-04,World Health Organization COVID-19 Dashboard,28936,"208,660,842",13.8675,1.0
COVID-19,Unspecified,BRAZIL,2020-06-05,World Health Organization COVID-19 Dashboard,28633,"208,660,842",13.7223,1.0
COVID-19,Unspecified,BRAZIL,2020-06-06,World Health Organization COVID-19 Dashboard,30925,"208,660,842",14.8207,1.0
COVID-19,Unspecified,BRAZIL,2020-06-07,World Health Organization COVID-19 Dashboard,30830,"208,660,842",14.7752,1.0
COVID-19,Unspecified,BRAZIL,2020-06-08,World Health Organization COVID-19 Dashboard,27075,"208,660,842",12.9756,1.0
COVID-19,Unspecified,BRAZIL,2020-06-09,World Health Organization COVID-19 Dashboard,18912,"208,660,842",9.0635,1.0
COVID-19,Unspecified,BRAZIL,2020-06-10,World Health Organization COVID-19 Dashboard,15654,"208,660,842",7.5021,1.0
COVID-19,Unspecified,BRAZIL,2020-06-11,World Health Organization COVID-19 Dashboard,32091,"208,660,842",15.3795,1.0
COVID-19,Unspecified,BRAZIL,2020-06-12,World Health Organization COVID-19 Dashboard,32913,"208,660,842",15.7734,1.0
COVID-19,Unspecified,BRAZIL,2020-06-13,World Health Organization COVID-19 Dashboard,30412,"208,660,842",14.5748,1.0
COVID-19,Unspecified,BRAZIL,2020-06-14,World Health Organization COVID-19 Dashboard,25982,"208,660,842",12.4518,1.0
COVID-19,Unspecified,BRAZIL,2020-06-15,World Health Organization COVID-19 Dashboard,21704,"208,660,842",10.4016,1.0
COVID-19,Unspecified,BRAZIL,2020-06-16,World Health Organization COVID-19 Dashboard,17110,"208,660,842",8.1999,1.0
COVID-19,Unspecified,BRAZIL,2020-06-17,World Health Organization COVID-19 Dashboard,20647,"208,660,842",9.895,1.0
COVID-19,Unspecified,BRAZIL,2020-06-18,World Health Organization COVID-19 Dashboard,34918,"208,660,842",16.7343,1.0
COVID-19,Unspecified,BRAZIL,2020-06-19,World Health Organization COVID-19 Dashboard,32188,"208,660,842",15.426,1.0
COVID-19,Unspecified,BRAZIL,2020-06-20,World Health Organization COVID-19 Dashboard,22765,"208,660,842",10.91,1.0
COVID-19,Unspecified,BRAZIL,2020-06-21,World Health Organization COVID-19 Dashboard,54771,"208,660,842",26.2488,1.0
COVID-19,Unspecified,BRAZIL,2020-06-22,World Health Organization COVID-19 Dashboard,34666,"208,660,842",16.6136,1.0
COVID-19,Unspecified,BRAZIL,2020-06-23,World Health Organization COVID-19 Dashboard,17459,"208,660,842",8.3672,1.0
COVID-19,Unspecified,BRAZIL,2020-06-24,World Health Organization COVID-19 Dashboard,21432,"208,660,842",10.2712,1.0
COVID-19,Unspecified,BRAZIL,2020-06-25,World Health Organization COVID-19 Dashboard,39436,"208,660,842",18.8996,1.0
COVID-19,Unspecified,BRAZIL,2020-06-26,World Health Organization COVID-19 Dashboard,42725,"208,660,842",20.4758,1.0
COVID-19,Unspecified,BRAZIL,2020-06-27,World Health Organization COVID-19 Dashboard,39483,"208,660,842",18.9221,1.0
COVID-19,Unspecified,BRAZIL,2020-06-28,World Health Organization COVID-19 Dashboard,46860,"208,660,842",22.4575,1.0
COVID-19,Unspecified,BRAZIL,2020-06-29,World Health Organization COVID-19 Dashboard,38693,"208,660,842",18.5435,1.0
COVID-19,Unspecified,BRAZIL,2020-06-30,World Health Organization COVID-19 Dashboard,30476,"208,660,842",14.6055,1.0
COVID-19,Unspecified,BRAZIL,2020-07-01,World Health Organization COVID-19 Dashboard,24052,"208,660,842",11.5268,1.0
COVID-19,Unspecified,BRAZIL,2020-07-02,World Health Organization COVID-19 Dashboard,33846,"208,660,842",16.2206,1.0
COVID-19,Unspecified,BRAZIL,2020-07-03,World Health Organization COVID-19 Dashboard,46712,"208,660,842",22.3866,1.0
COVID-19,Unspecified,BRAZIL,2020-07-04,World Health Organization COVID-19 Dashboard,48105,"208,660,842",23.0542,1.0
COVID-19,Unspecified,BRAZIL,2020-07-05,World Health Organization COVID-19 Dashboard,42223,"208,660,842",20.2352,1.0
COVID-19,Unspecified,BRAZIL,2020-07-06,World Health Organization COVID-19 Dashboard,37923,"208,660,842",18.1745,1.0
COVID-19,Unspecified,BRAZIL,2020-07-07,World Health Organization COVID-19 Dashboard,26051,"208,660,842",12.4849,1.0
COVID-19,Unspecified,BRAZIL,2020-07-08,World Health Organization COVID-19 Dashboard,20229,"208,660,842",9.6947,1.0
COVID-19,Unspecified,BRAZIL,2020-07-09,World Health Organization COVID-19 Dashboard,45305,"208,660,842",21.7123,1.0
COVID-19,Unspecified,BRAZIL,2020-07-10,World Health Organization COVID-19 Dashboard,44571,"208,660,842",21.3605,1.0
COVID-19,Unspecified,BRAZIL,2020-07-11,World Health Organization COVID-19 Dashboard,42619,"208,660,842",20.425,1.0
COVID-19,Unspecified,BRAZIL,2020-07-12,World Health Organization COVID-19 Dashboard,45048,"208,660,842",21.5891,1.0
COVID-19,Unspecified,BRAZIL,2020-07-13,World Health Organization COVID-19 Dashboard,39023,"208,660,842",18.7016,1.0
COVID-19,Unspecified,BRAZIL,2020-07-14,World Health Organization COVID-19 Dashboard,24831,"208,660,842",11.9002,1.0
COVID-19,Unspecified,BRAZIL,2020-07-15,World Health Organization COVID-19 Dashboard,20286,"208,660,842",9.722,1.0
COVID-19,Unspecified,BRAZIL,2020-07-16,World Health Organization COVID-19 Dashboard,41857,"208,660,842",20.0598,1.0
COVID-19,Unspecified,BRAZIL,2020-07-17,World Health Organization COVID-19 Dashboard,39924,"208,660,842",19.1334,1.0
COVID-19,Unspecified,BRAZIL,2020-07-18,World Health Organization COVID-19 Dashboard,45403,"208,660,842",21.7592,1.0
COVID-19,Unspecified,BRAZIL,2020-07-19,World Health Organization COVID-19 Dashboard,34177,"208,660,842",16.3792,1.0
COVID-19,Unspecified,BRAZIL,2020-07-20,World Health Organization COVID-19 Dashboard,28532,"208,660,842",13.6739,1.0
COVID-19,Unspecified,BRAZIL,2020-07-21,World Health Organization COVID-19 Dashboard,23529,"208,660,842",11.2762,1.0
COVID-19,Unspecified,BRAZIL,2020-07-22,World Health Organization COVID-19 Dashboard,20257,"208,660,842",9.7081,1.0
COVID-19,Unspecified,BRAZIL,2020-07-23,World Health Organization COVID-19 Dashboard,41008,"208,660,842",19.6529,1.0
COVID-19,Unspecified,BRAZIL,2020-07-24,World Health Organization COVID-19 Dashboard,67860,"208,660,842",32.5217,1.0
COVID-19,Unspecified,BRAZIL,2020-07-25,World Health Organization COVID-19 Dashboard,59961,"208,660,842",28.7361,1.0
COVID-19,Unspecified,BRAZIL,2020-07-26,World Health Organization COVID-19 Dashboard,55891,"208,660,842",26.7856,1.0
COVID-19,Unspecified,BRAZIL,2020-07-27,World Health Organization COVID-19 Dashboard,51147,"208,660,842",24.512,1.0
COVID-19,Unspecified,BRAZIL,2020-07-28,World Health Organization COVID-19 Dashboard,24578,"208,660,842",11.7789,1.0
COVID-19,Unspecified,BRAZIL,2020-07-29,World Health Organization COVID-19 Dashboard,23284,"208,660,842",11.1588,1.0
COVID-19,Unspecified,BRAZIL,2020-07-30,World Health Organization COVID-19 Dashboard,40816,"208,660,842",19.5609,1.0
COVID-19,Unspecified,BRAZIL,2020-07-31,World Health Organization COVID-19 Dashboard,69074,"208,660,842",33.1035,1.0
COVID-19,Unspecified,BRAZIL,2020-08-01,World Health Organization COVID-19 Dashboard,57837,"208,660,842",27.7182,1.0
COVID-19,Unspecified,BRAZIL,2020-08-02,World Health Organization COVID-19 Dashboard,52383,"208,660,842",25.1044,1.0
COVID-19,Unspecified,BRAZIL,2020-08-03,World Health Organization COVID-19 Dashboard,45392,"208,660,842",21.754,1.0
COVID-19,Unspecified,BRAZIL,2020-08-04,World Health Organization COVID-19 Dashboard,25800,"208,660,842",12.3646,1.0
COVID-19,Unspecified,BRAZIL,2020-08-05,World Health Organization COVID-19 Dashboard,16641,"208,660,842",7.9751,1.0
COVID-19,Unspecified,BRAZIL,2020-08-06,World Health Organization COVID-19 Dashboard,51603,"208,660,842",24.7306,1.0
COVID-19,Unspecified,BRAZIL,2020-08-07,World Health Organization COVID-19 Dashboard,57152,"208,660,842",27.3899,1.0
COVID-19,Unspecified,BRAZIL,2020-08-08,World Health Organization COVID-19 Dashboard,53139,"208,660,842",25.4667,1.0
COVID-19,Unspecified,BRAZIL,2020-08-09,World Health Organization COVID-19 Dashboard,50230,"208,660,842",24.0726,1.0
COVID-19,Unspecified,BRAZIL,2020-08-10,World Health Organization COVID-19 Dashboard,49970,"208,660,842",23.948,1.0
COVID-19,Unspecified,BRAZIL,2020-08-11,World Health Organization COVID-19 Dashboard,23010,"208,660,842",11.0275,1.0
COVID-19,Unspecified,BRAZIL,2020-08-12,World Health Organization COVID-19 Dashboard,22048,"208,660,842",10.5664,1.0
COVID-19,Unspecified,BRAZIL,2020-08-13,World Health Organization COVID-19 Dashboard,52160,"208,660,842",24.9975,1.0
COVID-19,Unspecified,BRAZIL,2020-08-14,World Health Organization COVID-19 Dashboard,55155,"208,660,842",26.4328,1.0
COVID-19,Unspecified,BRAZIL,2020-08-15,World Health Organization COVID-19 Dashboard,60091,"208,660,842",28.7984,1.0
COVID-19,Unspecified,BRAZIL,2020-08-16,World Health Organization COVID-19 Dashboard,50644,"208,660,842",24.271,1.0
COVID-19,Unspecified,BRAZIL,2020-08-17,World Health Organization COVID-19 Dashboard,41576,"208,660,842",19.9252,1.0
COVID-19,Unspecified,BRAZIL,2020-08-18,World Health Organization COVID-19 Dashboard,23101,"208,660,842",11.0711,1.0
COVID-19,Unspecified,BRAZIL,2020-08-19,World Health Organization COVID-19 Dashboard,19373,"208,660,842",9.2844,1.0
COVID-19,Unspecified,BRAZIL,2020-08-20,World Health Organization COVID-19 Dashboard,47784,"208,660,842",22.9003,1.0
COVID-19,Unspecified,BRAZIL,2020-08-21,World Health Organization COVID-19 Dashboard,49298,"208,660,842",23.6259,1.0
COVID-19,Unspecified,BRAZIL,2020-08-22,World Health Organization COVID-19 Dashboard,45323,"208,660,842",21.7209,1.0
COVID-19,Unspecified,BRAZIL,2020-08-23,World Health Organization COVID-19 Dashboard,30355,"208,660,842",14.5475,1.0
COVID-19,Unspecified,BRAZIL,2020-08-24,World Health Organization COVID-19 Dashboard,50032,"208,660,842",23.9777,1.0
COVID-19,Unspecified,BRAZIL,2020-08-25,World Health Organization COVID-19 Dashboard,23421,"208,660,842",11.2244,1.0
COVID-19,Unspecified,BRAZIL,2020-08-26,World Health Organization COVID-19 Dashboard,17078,"208,660,842",8.1846,1.0
COVID-19,Unspecified,BRAZIL,2020-08-27,World Health Organization COVID-19 Dashboard,47134,"208,660,842",22.5888,1.0
COVID-19,Unspecified,BRAZIL,2020-08-28,World Health Organization COVID-19 Dashboard,47161,"208,660,842",22.6017,1.0
COVID-19,Unspecified,BRAZIL,2020-08-29,World Health Organization COVID-19 Dashboard,44235,"208,660,842",21.1995,1.0
COVID-19,Unspecified,BRAZIL,2020-08-30,World Health Organization COVID-19 Dashboard,43412,"208,660,842",20.8051,1.0
COVID-19,Unspecified,BRAZIL,2020-08-31,World Health Organization COVID-19 Dashboard,41350,"208,660,842",19.8168,1.0
COVID-19,Unspecified,BRAZIL,2020-09-01,World Health Organization COVID-19 Dashboard,16158,"208,660,842",7.7437,1.0
COVID-19,Unspecified,BRAZIL,2020-09-02,World Health Organization COVID-19 Dashboard,45961,"208,660,842",22.0267,1.0
COVID-19,Unspecified,BRAZIL,2020-09-03,World Health Organization COVID-19 Dashboard,42659,"208,660,842",20.4442,1.0
COVID-19,Unspecified,BRAZIL,2020-09-04,World Health Organization COVID-19 Dashboard,46934,"208,660,842",22.493,1.0
COVID-19,Unspecified,BRAZIL,2020-09-05,World Health Organization COVID-19 Dashboard,43773,"208,660,842",20.9781,1.0
COVID-19,Unspecified,BRAZIL,2020-09-06,World Health Organization COVID-19 Dashboard,51194,"208,660,842",24.5346,1.0
COVID-19,Unspecified,BRAZIL,2020-09-07,World Health Organization COVID-19 Dashboard,30168,"208,660,842",14.4579,1.0
COVID-19,Unspecified,BRAZIL,2020-09-08,World Health Organization COVID-19 Dashboard,14521,"208,660,842",6.9591,1.0
COVID-19,Unspecified,BRAZIL,2020-09-09,World Health Organization COVID-19 Dashboard,10273,"208,660,842",4.9233,1.0
COVID-19,Unspecified,BRAZIL,2020-09-10,World Health Organization COVID-19 Dashboard,14279,"208,660,842",6.8432,1.0
COVID-19,Unspecified,BRAZIL,2020-09-11,World Health Organization COVID-19 Dashboard,35816,"208,660,842",17.1647,1.0
COVID-19,Unspecified,BRAZIL,2020-09-12,World Health Organization COVID-19 Dashboard,40557,"208,660,842",19.4368,1.0
COVID-19,Unspecified,BRAZIL,2020-09-13,World Health Organization COVID-19 Dashboard,43718,"208,660,842",20.9517,1.0
COVID-19,Unspecified,BRAZIL,2020-09-14,World Health Organization COVID-19 Dashboard,33523,"208,660,842",16.0658,1.0
COVID-19,Unspecified,BRAZIL,2020-09-15,World Health Organization COVID-19 Dashboard,14768,"208,660,842",7.0775,1.0
COVID-19,Unspecified,BRAZIL,2020-09-16,World Health Organization COVID-19 Dashboard,15155,"208,660,842",7.263,1.0
COVID-19,Unspecified,BRAZIL,2020-09-17,World Health Organization COVID-19 Dashboard,36653,"208,660,842",17.5658,1.0
COVID-19,Unspecified,BRAZIL,2020-09-18,World Health Organization COVID-19 Dashboard,36820,"208,660,842",17.6459,1.0
COVID-19,Unspecified,BRAZIL,2020-09-19,World Health Organization COVID-19 Dashboard,36303,"208,660,842",17.3981,1.0
COVID-19,Unspecified,BRAZIL,2020-09-20,World Health Organization COVID-19 Dashboard,39797,"208,660,842",19.0726,1.0
COVID-19,Unspecified,BRAZIL,2020-09-21,World Health Organization COVID-19 Dashboard,33057,"208,660,842",15.8425,1.0
COVID-19,Unspecified,BRAZIL,2020-09-22,World Health Organization COVID-19 Dashboard,16389,"208,660,842",7.8544,1.0
COVID-19,Unspecified,BRAZIL,2020-09-23,World Health Organization COVID-19 Dashboard,13439,"208,660,842",6.4406,1.0
COVID-19,Unspecified,BRAZIL,2020-09-24,World Health Organization COVID-19 Dashboard,33536,"208,660,842",16.072,1.0
COVID-19,Unspecified,BRAZIL,2020-09-25,World Health Organization COVID-19 Dashboard,33281,"208,660,842",15.9498,1.0
COVID-19,Unspecified,BRAZIL,2020-09-26,World Health Organization COVID-19 Dashboard,32817,"208,660,842",15.7274,1.0
COVID-19,Unspecified,BRAZIL,2020-09-27,World Health Organization COVID-19 Dashboard,31911,"208,660,842",15.2932,1.0
COVID-19,Unspecified,BRAZIL,2020-09-28,World Health Organization COVID-19 Dashboard,28378,"208,660,842",13.6001,1.0
COVID-19,Unspecified,BRAZIL,2020-09-29,World Health Organization COVID-19 Dashboard,14318,"208,660,842",6.8619,1.0
COVID-19,Unspecified,BRAZIL,2020-09-30,World Health Organization COVID-19 Dashboard,13155,"208,660,842",6.3045,1.0
COVID-19,Unspecified,BRAZIL,2020-10-01,World Health Organization COVID-19 Dashboard,32058,"208,660,842",15.3637,1.0
COVID-19,Unspecified,BRAZIL,2020-10-02,World Health Organization COVID-19 Dashboard,33413,"208,660,842",16.0131,1.0
COVID-19,Unspecified,BRAZIL,2020-10-03,World Health Organization COVID-19 Dashboard,36157,"208,660,842",17.3281,1.0
COVID-19,Unspecified,BRAZIL,2020-10-04,World Health Organization COVID-19 Dashboard,33431,"208,660,842",16.0217,1.0
COVID-19,Unspecified,BRAZIL,2020-10-05,World Health Organization COVID-19 Dashboard,26310,"208,660,842",12.609,1.0
COVID-19,Unspecified,BRAZIL,2020-10-06,World Health Organization COVID-19 Dashboard,8456,"208,660,842",4.0525,1.0
COVID-19,Unspecified,BRAZIL,2020-10-07,World Health Organization COVID-19 Dashboard,11946,"208,660,842",5.7251,1.0
COVID-19,Unspecified,BRAZIL,2020-10-08,World Health Organization COVID-19 Dashboard,41906,"208,660,842",20.0833,1.0
COVID-19,Unspecified,BRAZIL,2020-10-09,World Health Organization COVID-19 Dashboard,31553,"208,660,842",15.1217,1.0
COVID-19,Unspecified,BRAZIL,2020-10-10,World Health Organization COVID-19 Dashboard,27750,"208,660,842",13.2991,1.0
COVID-19,Unspecified,BRAZIL,2020-10-11,World Health Organization COVID-19 Dashboard,27444,"208,660,842",13.1524,1.0
COVID-19,Unspecified,BRAZIL,2020-10-12,World Health Organization COVID-19 Dashboard,26749,"208,660,842",12.8194,1.0
COVID-19,Unspecified,BRAZIL,2020-10-13,World Health Organization COVID-19 Dashboard,12342,"208,660,842",5.9149,1.0
COVID-19,Unspecified,BRAZIL,2020-10-14,World Health Organization COVID-19 Dashboard,8429,"208,660,842",4.0396,1.0
COVID-19,Unspecified,BRAZIL,2020-10-15,World Health Organization COVID-19 Dashboard,10220,"208,660,842",4.8979,1.0
COVID-19,Unspecified,BRAZIL,2020-10-16,World Health Organization COVID-19 Dashboard,27235,"208,660,842",13.0523,1.0
COVID-19,Unspecified,BRAZIL,2020-10-17,World Health Organization COVID-19 Dashboard,28523,"208,660,842",13.6696,1.0
COVID-19,Unspecified,BRAZIL,2020-10-18,World Health Organization COVID-19 Dashboard,30914,"208,660,842",14.8154,1.0
COVID-19,Unspecified,BRAZIL,2020-10-19,World Health Organization COVID-19 Dashboard,24062,"208,660,842",11.5316,1.0
COVID-19,Unspecified,BRAZIL,2020-10-20,World Health Organization COVID-19 Dashboard,10982,"208,660,842",5.2631,1.0
COVID-19,Unspecified,BRAZIL,2020-10-21,World Health Organization COVID-19 Dashboard,15383,"208,660,842",7.3723,1.0
COVID-19,Unspecified,BRAZIL,2020-10-22,World Health Organization COVID-19 Dashboard,23227,"208,660,842",11.1315,1.0
COVID-19,Unspecified,BRAZIL,2020-10-23,World Health Organization COVID-19 Dashboard,24818,"208,660,842",11.8939,1.0
COVID-19,Unspecified,BRAZIL,2020-10-24,World Health Organization COVID-19 Dashboard,24858,"208,660,842",11.9131,1.0
COVID-19,Unspecified,BRAZIL,2020-10-25,World Health Organization COVID-19 Dashboard,30026,"208,660,842",14.3899,1.0
COVID-19,Unspecified,BRAZIL,2020-10-26,World Health Organization COVID-19 Dashboard,26979,"208,660,842",12.9296,1.0
COVID-19,Unspecified,BRAZIL,2020-10-27,World Health Organization COVID-19 Dashboard,13493,"208,660,842",6.4665,1.0
COVID-19,Unspecified,BRAZIL,2020-10-28,World Health Organization COVID-19 Dashboard,15726,"208,660,842",7.5366,1.0
COVID-19,Unspecified,BRAZIL,2020-10-29,World Health Organization COVID-19 Dashboard,29787,"208,660,842",14.2753,1.0
COVID-19,Unspecified,BRAZIL,2020-10-30,World Health Organization COVID-19 Dashboard,28629,"208,660,842",13.7204,1.0
COVID-19,Unspecified,BRAZIL,2020-10-31,World Health Organization COVID-19 Dashboard,26106,"208,660,842",12.5112,1.0
COVID-19,Unspecified,BRAZIL,2020-11-01,World Health Organization COVID-19 Dashboard,22282,"208,660,842",10.6786,1.0
COVID-19,Unspecified,BRAZIL,2020-11-02,World Health Organization COVID-19 Dashboard,18947,"208,660,842",9.0803,1.0
COVID-19,Unspecified,BRAZIL,2020-11-03,World Health Organization COVID-19 Dashboard,10100,"208,660,842",4.8404,1.0
COVID-19,Unspecified,BRAZIL,2020-11-04,World Health Organization COVID-19 Dashboard,8501,"208,660,842",4.0741,1.0
COVID-19,Unspecified,BRAZIL,2020-11-05,World Health Organization COVID-19 Dashboard,11843,"208,660,842",5.6757,1.0
COVID-19,Unspecified,BRAZIL,2020-11-06,World Health Organization COVID-19 Dashboard,23976,"208,660,842",11.4904,1.0
COVID-19,Unspecified,BRAZIL,2020-11-07,World Health Organization COVID-19 Dashboard,22294,"208,660,842",10.6843,1.0
